harvest_year,strip,section,plot,section_1926-67,fertilizer_code,cropping,year_of_wheat,previous_crop,straw_incorporation,fym_factor_level,fym_applied,fym_date,castor_meal_factor_level,castor_meal_n_applied,castor_meal_date,n_factor_level,n_timing,autumn_n_kg/ha,autumn_n_date,spring1_n_kg/ha,spring1_n_date,spring2_n_kg/ha,spring2_n_date,spring3_n_kg/ha,spring3_n_date,total_fertilizer_n_amount,p_factor_level,p_amount,p_date,k_factor_level,k_amount,k_date,na_factor_level,na_amount,na_date,mg_factor_level,mg_amount,mg_date,sow_date,harvest_date,cultivar,grain,straw,note
1968,21,0,21\0,IA,FYM N2,winter wheat,17.000,winter wheat,no,FYM,35,1967-09-18,nil,0,*,N2,mid_spring,0,*,0,*,96,1968-04-10,0,*,96,nil,0.000,*,nil,0,*,nil,0,*,nil,0.000,*,1967-12-07,1968-08-26,Cappelle Desprez,4.740,5.280,45
1968,22,0,22\0,IA,FYM,winter wheat,17.000,winter wheat,no,FYM,35,1967-09-18,nil,0,*,nil,*,0,*,0,*,0,*,0,*,0,nil,0.000,*,nil,0,*,nil,0,*,nil,0.000,*,1967-12-07,1968-08-26,Cappelle Desprez,3.930,3.490,46
1968,3,0,3\0,IA,Nil,winter wheat,17.000,winter wheat,no,nil,0,*,nil,0,*,nil,*,0,*,0,*,0,*,0,*,0,nil,0.000,*,nil,0,*,nil,0,*,nil,0.000,*,1967-12-07,1968-08-26,Cappelle Desprez,1.440,0.880,*
1968,5,0,5\0,IA,PKNaMg,winter wheat,17.000,winter wheat,no,nil,0,*,nil,0,*,nil,*,0,*,0,*,0,*,0,*,0,P,35.000,1967-09-19,K,90,1967-09-19,Na,16,1967-09-19,Mg,11.000,1967-09-19,1967-12-07,1968-08-26,Cappelle Desprez,1.810,1.410,*
1968,6,0,6\0,IA,N1PKNaMg,winter wheat,17.000,winter wheat,no,nil,0,*,nil,0,*,N1,mid_spring,0,*,0,*,48,1968-04-10,0,*,48,P,35.000,1967-09-19,K,90,1967-09-19,Na,16,1967-09-19,Mg,11.000,1967-09-19,1967-12-07,1968-08-26,Cappelle Desprez,2.640,2.320,*
1968,7,0,7\0,IA,N2PKNaMg,winter wheat,17.000,winter wheat,no,nil,0,*,nil,0,*,N2,mid_spring,0,*,0,*,96,1968-04-10,0,*,96,P,35.000,1967-09-19,K,90,1967-09-19,Na,16,1967-09-19,Mg,11.000,1967-09-19,1967-12-07,1968-08-26,Cappelle Desprez,3.700,4.190,*
1968,8,0,8\0,IA,N3PKNaMg,winter wheat,17.000,winter wheat,no,nil,0,*,nil,0,*,N3,mid_spring,0,*,0,*,144,1968-04-10,0,*,144,P,35.000,1967-09-19,K,90,1967-09-19,Na,16,1967-09-19,Mg,11.000,1967-09-19,1967-12-07,1968-08-26,Cappelle Desprez,3.690,3.900,*
1968,9,0,9\0,IA,N4PKNaMg,winter wheat,17.000,winter wheat,no,nil,0,*,nil,0,*,N4,mid_spring,0,*,0,*,192,1968-04-10,0,*,192,P,35.000,1967-09-19,K,90,1967-09-19,Na,16,1967-09-19,Mg,11.000,1967-09-19,1967-12-07,1968-08-26,Cappelle Desprez,3.780,3.610,*
1968,10,0,10\0,IA,N2,winter wheat,17.000,winter wheat,no,nil,0,*,nil,0,*,N2,mid_spring,0,*,0,*,96,1968-04-10,0,*,96,nil,0.000,*,nil,0,*,nil,0,*,nil,0.000,*,1967-12-07,1968-08-26,Cappelle Desprez,1.180,1.040,*
1968,11,0,11\0,IA,N2P,winter wheat,17.000,winter wheat,no,nil,0,*,nil,0,*,N2,mid_spring,0,*,0,*,96,1968-04-10,0,*,96,P,35.000,1967-09-19,nil,0,*,nil,0,1967-09-19,nil,0.000,1967-09-19,1967-12-07,1968-08-26,Cappelle Desprez,2.110,1.860,*
1968,12,0,12\0,IA,N2PNa*,winter wheat,17.000,winter wheat,no,nil,0,*,nil,0,*,N2,mid_spring,0,*,0,*,96,1968-04-10,0,*,96,P,35.000,1967-09-19,nil,0,*,Na*,57,1967-09-19,nil,0.000,1967-09-19,1967-12-07,1968-08-26,Cappelle Desprez,2.810,2.600,*
1968,13,0,13\0,IA,N2PK,winter wheat,17.000,winter wheat,no,nil,0,*,nil,0,*,N2,mid_spring,0,*,0,*,96,1968-04-10,0,*,96,P,35.000,1967-09-19,K,90,1967-09-19,nil,0,1967-09-19,nil,0.000,1967-09-19,1967-12-07,1968-08-26,Cappelle Desprez,3.280,3.450,*
1968,14,0,14\0,IA,N2PKMg*,winter wheat,17.000,winter wheat,no,nil,0,*,nil,0,*,N2,mid_spring,0,*,0,*,96,1968-04-10,0,*,96,P,35.000,1967-09-19,K,90,1967-09-19,nil,0,1967-09-19,Mg*,31.000,1967-09-19,1967-12-07,1968-08-26,Cappelle Desprez,3.190,2.870,*
1968,15,0,15\0,IA,N3PKNaMg,winter wheat,17.000,winter wheat,no,nil,0,*,nil,0,*,N3,mid_spring,0,*,0,*,144,1968-04-10,0,*,144,P,35.000,1967-09-19,K,90,1967-09-19,Na,16,1967-09-19,Mg,11.000,1967-09-19,1967-12-07,1968-08-26,Cappelle Desprez,3.180,3.410,*
1968,16,0,16\0,IA,N2PKNaMg,winter wheat,17.000,winter wheat,no,nil,0,*,nil,0,*,N2,mid_spring,0,*,0,*,96,1968-04-10,0,*,96,P,35.000,1967-09-19,K,90,1967-09-19,Na,16,1967-09-19,Mg,11.000,1967-09-19,1967-12-07,1968-08-26,Cappelle Desprez,2.540,3.380,*
1968,17,0,17\0,IA,N2 1/2[PKNaMg],winter wheat,17.000,winter wheat,no,nil,0,*,nil,0,*,N2,mid_spring,0,*,0,*,96,1968-04-10,0,*,96,1/2 P,17.500,1967-09-19,1/2 K,45,1967-09-19,1/2 Na,8,1967-09-19,1/2 Mg,5.500,1967-09-19,1967-12-07,1968-08-26,Cappelle Desprez,3.400,3.250,*
1968,18,0,18\0,IA,N2 1/2[PKNaMg],winter wheat,17.000,winter wheat,no,nil,0,*,nil,0,*,N2,mid_spring,0,*,0,*,96,1968-04-10,0,*,96,1/2 P,17.500,1967-09-19,1/2 K,45,1967-09-19,1/2 Na,8,1967-09-19,1/2 Mg,5.500,1967-09-19,1967-12-07,1968-08-26,Cappelle Desprez,2.950,3.290,*
1968,19,0,19\0,IA,C,winter wheat,17.000,winter wheat,no,nil,0,*,C,96,1967-09-19,nil,*,0,*,0,*,0,*,0,*,0,nil,0.000,*,nil,0,*,nil,0,*,nil,0.000,*,1967-12-07,1968-08-26,Cappelle Desprez,2.300,1.930,*
1968,20,0,20\0,IA,N2 KNaMg,winter wheat,17.000,winter wheat,no,nil,0,*,nil,0,*,N2,mid_spring,0,*,0,*,96,1968-04-10,0,*,96,nil,0.000,*,K,90,1967-09-19,Na,16,1967-09-19,Mg,11.000,1967-09-19,1967-12-07,1968-08-26,Cappelle Desprez,1.200,0.840,*
1968,21,1,21\1,IB,FYM N2,winter wheat,2.000,winter wheat,no,FYM,35,1967-09-18,nil,0,*,N2,mid_spring,0,*,0,*,96,1968-04-10,0,*,96,nil,0.000,*,nil,0,*,nil,0,*,nil,0.000,*,1967-12-07,1968-08-26,Cappelle Desprez,4.140,6.020,45
1968,22,1,22\1,IB,FYM,winter wheat,2.000,winter wheat,no,FYM,35,1967-09-18,nil,0,*,nil,*,0,*,0,*,0,*,0,*,0,nil,0.000,*,nil,0,*,nil,0,*,nil,0.000,*,1967-12-07,1968-08-26,Cappelle Desprez,3.160,3.020,46
1968,3,1,3\1,IB,Nil,winter wheat,2.000,winter wheat,no,nil,0,*,nil,0,*,nil,*,0,*,0,*,0,*,0,*,0,nil,0.000,*,nil,0,*,nil,0,*,nil,0.000,*,1967-12-07,1968-08-26,Cappelle Desprez,1.040,0.640,*
1968,5,1,5\1,IB,PKNaMg,winter wheat,2.000,winter wheat,no,nil,0,*,nil,0,*,nil,*,0,*,0,*,0,*,0,*,0,P,35.000,1967-09-19,K,90,1967-09-19,Na,16,1967-09-19,Mg,11.000,1967-09-19,1967-12-07,1968-08-26,Cappelle Desprez,1.070,0.850,*
1968,6,1,6\1,IB,N1PKNaMg,winter wheat,2.000,winter wheat,no,nil,0,*,nil,0,*,N1,mid_spring,0,*,0,*,48,1968-04-10,0,*,48,P,35.000,1967-09-19,K,90,1967-09-19,Na,16,1967-09-19,Mg,11.000,1967-09-19,1967-12-07,1968-08-26,Cappelle Desprez,2.000,2.030,*
1968,7,1,7\1,IB,N2PKNaMg,winter wheat,2.000,winter wheat,no,nil,0,*,nil,0,*,N2,mid_spring,0,*,0,*,96,1968-04-10,0,*,96,P,35.000,1967-09-19,K,90,1967-09-19,Na,16,1967-09-19,Mg,11.000,1967-09-19,1967-12-07,1968-08-26,Cappelle Desprez,3.050,3.430,*
1968,8,1,8\1,IB,N3PKNaMg,winter wheat,2.000,winter wheat,no,nil,0,*,nil,0,*,N3,mid_spring,0,*,0,*,144,1968-04-10,0,*,144,P,35.000,1967-09-19,K,90,1967-09-19,Na,16,1967-09-19,Mg,11.000,1967-09-19,1967-12-07,1968-08-26,Cappelle Desprez,3.500,4.270,*
1968,9,1,9\1,IB,N4PKNaMg,winter wheat,2.000,winter wheat,no,nil,0,*,nil,0,*,N4,mid_spring,0,*,0,*,192,1968-04-10,0,*,192,P,35.000,1967-09-19,K,90,1967-09-19,Na,16,1967-09-19,Mg,11.000,1967-09-19,1967-12-07,1968-08-26,Cappelle Desprez,3.820,3.980,*
1968,10,1,10\1,IB,N2,winter wheat,2.000,winter wheat,no,nil,0,*,nil,0,*,N2,mid_spring,0,*,0,*,96,1968-04-10,0,*,96,nil,0.000,*,nil,0,*,nil,0,*,nil,0.000,*,1967-12-07,1968-08-26,Cappelle Desprez,2.020,1.410,*
1968,11,1,11\1,IB,N2P,winter wheat,2.000,winter wheat,no,nil,0,*,nil,0,*,N2,mid_spring,0,*,0,*,96,1968-04-10,0,*,96,P,35.000,1967-09-19,nil,0,*,nil,0,1967-09-19,nil,0.000,1967-09-19,1967-12-07,1968-08-26,Cappelle Desprez,2.670,2.460,*
1968,12,1,12\1,IB,N2PNa*,winter wheat,2.000,winter wheat,no,nil,0,*,nil,0,*,N2,mid_spring,0,*,0,*,96,1968-04-10,0,*,96,P,35.000,1967-09-19,nil,0,*,Na*,57,1967-09-19,nil,0.000,1967-09-19,1967-12-07,1968-08-26,Cappelle Desprez,2.950,2.650,*
1968,13,1,13\1,IB,N2PK,winter wheat,2.000,winter wheat,no,nil,0,*,nil,0,*,N2,mid_spring,0,*,0,*,96,1968-04-10,0,*,96,P,35.000,1967-09-19,K,90,1967-09-19,nil,0,1967-09-19,nil,0.000,1967-09-19,1967-12-07,1968-08-26,Cappelle Desprez,3.310,3.830,*
1968,14,1,14\1,IB,N2PKMg*,winter wheat,2.000,winter wheat,no,nil,0,*,nil,0,*,N2,mid_spring,0,*,0,*,96,1968-04-10,0,*,96,P,35.000,1967-09-19,K,90,1967-09-19,nil,0,1967-09-19,Mg*,31.000,1967-09-19,1967-12-07,1968-08-26,Cappelle Desprez,3.350,3.120,*
1968,15,1,15\1,IB,N3PKNaMg,winter wheat,2.000,winter wheat,no,nil,0,*,nil,0,*,N3,mid_spring,0,*,0,*,144,1968-04-10,0,*,144,P,35.000,1967-09-19,K,90,1967-09-19,Na,16,1967-09-19,Mg,11.000,1967-09-19,1967-12-07,1968-08-26,Cappelle Desprez,3.530,3.650,*
1968,16,1,16\1,IB,N2PKNaMg,winter wheat,2.000,winter wheat,no,nil,0,*,nil,0,*,N2,mid_spring,0,*,0,*,96,1968-04-10,0,*,96,P,35.000,1967-09-19,K,90,1967-09-19,Na,16,1967-09-19,Mg,11.000,1967-09-19,1967-12-07,1968-08-26,Cappelle Desprez,2.970,2.700,*
1968,17,1,17\1,IB,N2 1/2[PKNaMg],winter wheat,2.000,winter wheat,no,nil,0,*,nil,0,*,N2,mid_spring,0,*,0,*,96,1968-04-10,0,*,96,1/2 P,17.500,1967-09-19,1/2 K,45,1967-09-19,1/2 Na,8,1967-09-19,1/2 Mg,5.500,1967-09-19,1967-12-07,1968-08-26,Cappelle Desprez,2.790,2.820,*
1968,18,1,18\1,IB,N2 1/2[PKNaMg],winter wheat,2.000,winter wheat,no,nil,0,*,nil,0,*,N2,mid_spring,0,*,0,*,96,1968-04-10,0,*,96,1/2 P,17.500,1967-09-19,1/2 K,45,1967-09-19,1/2 Na,8,1967-09-19,1/2 Mg,5.500,1967-09-19,1967-12-07,1968-08-26,Cappelle Desprez,2.910,2.770,*
1968,19,1,19\1,IB,C,winter wheat,2.000,winter wheat,no,nil,0,*,C,96,1967-09-19,nil,*,0,*,0,*,0,*,0,*,0,nil,0.000,*,nil,0,*,nil,0,*,nil,0.000,*,1967-12-07,1968-08-26,Cappelle Desprez,1.920,1.460,*
1968,20,1,20\1,IB,N2 KNaMg,winter wheat,2.000,winter wheat,no,nil,0,*,nil,0,*,N2,mid_spring,0,*,0,*,96,1968-04-10,0,*,96,nil,0.000,*,K,90,1967-09-19,Na,16,1967-09-19,Mg,11.000,1967-09-19,1967-12-07,1968-08-26,Cappelle Desprez,1.020,0.740,*
1968,1,3,1\3,II,FYM N2 PK,winter wheat,1.000,fallow,no,FYM,35,1967-09-18,nil,0,*,N2,mid_spring,0,*,0,*,96,1968-04-10,0,*,96,P,35.000,1967-09-19,K,90,1967-09-19,nil,0,1967-09-19,nil,0.000,1967-09-19,1967-12-07,1968-08-26,Cappelle Desprez,4.740,6.560,*
1968,21,3,21\3,II,FYM N2,winter wheat,1.000,fallow,no,FYM,35,1967-09-18,nil,0,*,N2,mid_spring,0,*,0,*,96,1968-04-10,0,*,96,nil,0.000,*,nil,0,*,nil,0,*,nil,0.000,*,1967-12-07,1968-08-26,Cappelle Desprez,4.300,6.380,45
1968,22,3,22\3,II,FYM,winter wheat,1.000,fallow,no,FYM,35,1967-09-18,nil,0,*,nil,*,0,*,0,*,0,*,0,*,0,nil,0.000,*,nil,0,*,nil,0,*,nil,0.000,*,1967-12-07,1968-08-26,Cappelle Desprez,4.870,4.830,46
1968,3,3,3\3,II,Nil,winter wheat,1.000,fallow,no,nil,0,*,nil,0,*,nil,*,0,*,0,*,0,*,0,*,0,nil,0.000,*,nil,0,*,nil,0,*,nil,0.000,*,1967-12-07,1968-08-26,Cappelle Desprez,1.880,1.170,*
1968,5,3,5\3,II,PKNaMg,winter wheat,1.000,fallow,no,nil,0,*,nil,0,*,nil,*,0,*,0,*,0,*,0,*,0,P,35.000,1967-09-19,K,90,1967-09-19,Na,16,1967-09-19,Mg,11.000,1967-09-19,1967-12-07,1968-08-26,Cappelle Desprez,2.870,2.300,*
1968,6,3,6\3,II,N1PKNaMg,winter wheat,1.000,fallow,no,nil,0,*,nil,0,*,N1,mid_spring,0,*,0,*,48,1968-04-10,0,*,48,P,35.000,1967-09-19,K,90,1967-09-19,Na,16,1967-09-19,Mg,11.000,1967-09-19,1967-12-07,1968-08-26,Cappelle Desprez,3.590,2.690,*
1968,7,3,7\3,II,N2PKNaMg,winter wheat,1.000,fallow,no,nil,0,*,nil,0,*,N2,mid_spring,0,*,0,*,96,1968-04-10,0,*,96,P,35.000,1967-09-19,K,90,1967-09-19,Na,16,1967-09-19,Mg,11.000,1967-09-19,1967-12-07,1968-08-26,Cappelle Desprez,3.930,3.870,*
1968,8,3,8\3,II,N3PKNaMg,winter wheat,1.000,fallow,no,nil,0,*,nil,0,*,N3,mid_spring,0,*,0,*,144,1968-04-10,0,*,144,P,35.000,1967-09-19,K,90,1967-09-19,Na,16,1967-09-19,Mg,11.000,1967-09-19,1967-12-07,1968-08-26,Cappelle Desprez,2.860,3.940,*
1968,9,3,9\3,II,N4PKNaMg,winter wheat,1.000,fallow,no,nil,0,*,nil,0,*,N4,mid_spring,0,*,0,*,192,1968-04-10,0,*,192,P,35.000,1967-09-19,K,90,1967-09-19,Na,16,1967-09-19,Mg,11.000,1967-09-19,1967-12-07,1968-08-26,Cappelle Desprez,3.410,4.100,*
1968,10,3,10\3,II,N2,winter wheat,1.000,fallow,no,nil,0,*,nil,0,*,N2,mid_spring,0,*,0,*,96,1968-04-10,0,*,96,nil,0.000,*,nil,0,*,nil,0,*,nil,0.000,*,1967-12-07,1968-08-26,Cappelle Desprez,1.040,0.800,*
1968,11,3,11\3,II,N2P,winter wheat,1.000,fallow,no,nil,0,*,nil,0,*,N2,mid_spring,0,*,0,*,96,1968-04-10,0,*,96,P,35.000,1967-09-19,nil,0,*,nil,0,1967-09-19,nil,0.000,1967-09-19,1967-12-07,1968-08-26,Cappelle Desprez,0.770,1.620,*
1968,12,3,12\3,II,N2PNa*,winter wheat,1.000,fallow,no,nil,0,*,nil,0,*,N2,mid_spring,0,*,0,*,96,1968-04-10,0,*,96,P,35.000,1967-09-19,nil,0,*,Na*,57,1967-09-19,nil,0.000,1967-09-19,1967-12-07,1968-08-26,Cappelle Desprez,0.550,3.070,*
1968,13,3,13\3,II,N2PK,winter wheat,1.000,fallow,no,nil,0,*,nil,0,*,N2,mid_spring,0,*,0,*,96,1968-04-10,0,*,96,P,35.000,1967-09-19,K,90,1967-09-19,nil,0,1967-09-19,nil,0.000,1967-09-19,1967-12-07,1968-08-26,Cappelle Desprez,1.720,3.070,*
1968,14,3,14\3,II,N2PKMg*,winter wheat,1.000,fallow,no,nil,0,*,nil,0,*,N2,mid_spring,0,*,0,*,96,1968-04-10,0,*,96,P,35.000,1967-09-19,K,90,1967-09-19,nil,0,1967-09-19,Mg*,31.000,1967-09-19,1967-12-07,1968-08-26,Cappelle Desprez,1.910,2.120,*
1968,15,3,15\3,II,N3PKNaMg,winter wheat,1.000,fallow,no,nil,0,*,nil,0,*,N3,mid_spring,0,*,0,*,144,1968-04-10,0,*,144,P,35.000,1967-09-19,K,90,1967-09-19,Na,16,1967-09-19,Mg,11.000,1967-09-19,1967-12-07,1968-08-26,Cappelle Desprez,2.600,3.610,*
1968,16,3,16\3,II,N2PKNaMg,winter wheat,1.000,fallow,no,nil,0,*,nil,0,*,N2,mid_spring,0,*,0,*,96,1968-04-10,0,*,96,P,35.000,1967-09-19,K,90,1967-09-19,Na,16,1967-09-19,Mg,11.000,1967-09-19,1967-12-07,1968-08-26,Cappelle Desprez,2.670,2.400,*
1968,17,3,17\3,II,N2 1/2[PKNaMg],winter wheat,1.000,fallow,no,nil,0,*,nil,0,*,N2,mid_spring,0,*,0,*,96,1968-04-10,0,*,96,1/2 P,17.500,1967-09-19,1/2 K,45,1967-09-19,1/2 Na,8,1967-09-19,1/2 Mg,5.500,1967-09-19,1967-12-07,1968-08-26,Cappelle Desprez,3.440,3.150,*
1968,18,3,18\3,II,N2 1/2[PKNaMg],winter wheat,1.000,fallow,no,nil,0,*,nil,0,*,N2,mid_spring,0,*,0,*,96,1968-04-10,0,*,96,1/2 P,17.500,1967-09-19,1/2 K,45,1967-09-19,1/2 Na,8,1967-09-19,1/2 Mg,5.500,1967-09-19,1967-12-07,1968-08-26,Cappelle Desprez,3.250,3.340,*
1968,19,3,19\3,II,C,winter wheat,1.000,fallow,no,nil,0,*,C,96,1967-09-19,nil,*,0,*,0,*,0,*,0,*,0,nil,0.000,*,nil,0,*,nil,0,*,nil,0.000,*,1967-12-07,1968-08-26,Cappelle Desprez,2.850,2.360,*
1968,1,4,1\4,III,FYM N2 PK,winter wheat,3.000,winter wheat,no,FYM,35,1967-09-18,nil,0,*,N2,mid_spring,0,*,0,*,96,1968-04-10,0,*,96,P,35.000,1967-09-19,K,90,1967-09-19,nil,0,1967-09-19,nil,0.000,1967-09-19,1967-12-07,1968-08-26,Cappelle Desprez,3.830,2.760,*
1968,21,4,21\4,III,FYM N2,winter wheat,3.000,winter wheat,no,FYM,35,1967-09-18,nil,0,*,N2,mid_spring,0,*,0,*,96,1968-04-10,0,*,96,nil,0.000,*,nil,0,*,nil,0,*,nil,0.000,*,1967-12-07,1968-08-26,Cappelle Desprez,4.780,6.300,45
1968,22,4,22\4,III,FYM,winter wheat,3.000,winter wheat,no,FYM,35,1967-09-18,nil,0,*,nil,*,0,*,0,*,0,*,0,*,0,nil,0.000,*,nil,0,*,nil,0,*,nil,0.000,*,1967-12-07,1968-08-26,Cappelle Desprez,3.640,3.780,46
1968,3,4,3\4,III,Nil,winter wheat,3.000,winter wheat,no,nil,0,*,nil,0,*,nil,*,0,*,0,*,0,*,0,*,0,nil,0.000,*,nil,0,*,nil,0,*,nil,0.000,*,1967-12-07,1968-08-26,Cappelle Desprez,1.280,0.880,*
1968,5,4,5\4,III,PKNaMg,winter wheat,3.000,winter wheat,no,nil,0,*,nil,0,*,nil,*,0,*,0,*,0,*,0,*,0,P,35.000,1967-09-19,K,90,1967-09-19,Na,16,1967-09-19,Mg,11.000,1967-09-19,1967-12-07,1968-08-26,Cappelle Desprez,1.610,1.440,*
1968,6,4,6\4,III,N1PKNaMg,winter wheat,3.000,winter wheat,no,nil,0,*,nil,0,*,N1,mid_spring,0,*,0,*,48,1968-04-10,0,*,48,P,35.000,1967-09-19,K,90,1967-09-19,Na,16,1967-09-19,Mg,11.000,1967-09-19,1967-12-07,1968-08-26,Cappelle Desprez,2.860,2.430,*
1968,7,4,7\4,III,N2PKNaMg,winter wheat,3.000,winter wheat,no,nil,0,*,nil,0,*,N2,mid_spring,0,*,0,*,96,1968-04-10,0,*,96,P,35.000,1967-09-19,K,90,1967-09-19,Na,16,1967-09-19,Mg,11.000,1967-09-19,1967-12-07,1968-08-26,Cappelle Desprez,3.660,3.890,*
1968,8,4,8\4,III,N3PKNaMg,winter wheat,3.000,winter wheat,no,nil,0,*,nil,0,*,N3,mid_spring,0,*,0,*,144,1968-04-10,0,*,144,P,35.000,1967-09-19,K,90,1967-09-19,Na,16,1967-09-19,Mg,11.000,1967-09-19,1967-12-07,1968-08-26,Cappelle Desprez,3.950,4.520,*
1968,9,4,9\4,III,N4PKNaMg,winter wheat,3.000,winter wheat,no,nil,0,*,nil,0,*,N4,mid_spring,0,*,0,*,192,1968-04-10,0,*,192,P,35.000,1967-09-19,K,90,1967-09-19,Na,16,1967-09-19,Mg,11.000,1967-09-19,1967-12-07,1968-08-26,Cappelle Desprez,4.170,4.290,*
1968,10,4,10\4,III,N2,winter wheat,3.000,winter wheat,no,nil,0,*,nil,0,*,N2,mid_spring,0,*,0,*,96,1968-04-10,0,*,96,nil,0.000,*,nil,0,*,nil,0,*,nil,0.000,*,1967-12-07,1968-08-26,Cappelle Desprez,2.350,1.870,*
1968,11,4,11\4,III,N2P,winter wheat,3.000,winter wheat,no,nil,0,*,nil,0,*,N2,mid_spring,0,*,0,*,96,1968-04-10,0,*,96,P,35.000,1967-09-19,nil,0,*,nil,0,1967-09-19,nil,0.000,1967-09-19,1967-12-07,1968-08-26,Cappelle Desprez,2.460,1.740,*
1968,12,4,12\4,III,N2PNa*,winter wheat,3.000,winter wheat,no,nil,0,*,nil,0,*,N2,mid_spring,0,*,0,*,96,1968-04-10,0,*,96,P,35.000,1967-09-19,nil,0,*,Na*,57,1967-09-19,nil,0.000,1967-09-19,1967-12-07,1968-08-26,Cappelle Desprez,2.510,1.930,*
1968,13,4,13\4,III,N2PK,winter wheat,3.000,winter wheat,no,nil,0,*,nil,0,*,N2,mid_spring,0,*,0,*,96,1968-04-10,0,*,96,P,35.000,1967-09-19,K,90,1967-09-19,nil,0,1967-09-19,nil,0.000,1967-09-19,1967-12-07,1968-08-26,Cappelle Desprez,3.400,3.340,*
1968,14,4,14\4,III,N2PKMg*,winter wheat,3.000,winter wheat,no,nil,0,*,nil,0,*,N2,mid_spring,0,*,0,*,96,1968-04-10,0,*,96,P,35.000,1967-09-19,K,90,1967-09-19,nil,0,1967-09-19,Mg*,31.000,1967-09-19,1967-12-07,1968-08-26,Cappelle Desprez,3.500,2.800,*
1968,15,4,15\4,III,N3PKNaMg,winter wheat,3.000,winter wheat,no,nil,0,*,nil,0,*,N3,mid_spring,0,*,0,*,144,1968-04-10,0,*,144,P,35.000,1967-09-19,K,90,1967-09-19,Na,16,1967-09-19,Mg,11.000,1967-09-19,1967-12-07,1968-08-26,Cappelle Desprez,3.800,3.480,*
1968,16,4,16\4,III,N2PKNaMg,winter wheat,3.000,winter wheat,no,nil,0,*,nil,0,*,N2,mid_spring,0,*,0,*,96,1968-04-10,0,*,96,P,35.000,1967-09-19,K,90,1967-09-19,Na,16,1967-09-19,Mg,11.000,1967-09-19,1967-12-07,1968-08-26,Cappelle Desprez,3.240,2.590,*
1968,17,4,17\4,III,N2 1/2[PKNaMg],winter wheat,3.000,winter wheat,no,nil,0,*,nil,0,*,N2,mid_spring,0,*,0,*,96,1968-04-10,0,*,96,1/2 P,17.500,1967-09-19,1/2 K,45,1967-09-19,1/2 Na,8,1967-09-19,1/2 Mg,5.500,1967-09-19,1967-12-07,1968-08-26,Cappelle Desprez,3.750,3.660,*
1968,18,4,18\4,III,N2 1/2[PKNaMg],winter wheat,3.000,winter wheat,no,nil,0,*,nil,0,*,N2,mid_spring,0,*,0,*,96,1968-04-10,0,*,96,1/2 P,17.500,1967-09-19,1/2 K,45,1967-09-19,1/2 Na,8,1967-09-19,1/2 Mg,5.500,1967-09-19,1967-12-07,1968-08-26,Cappelle Desprez,3.250,3.090,*
1968,19,4,19\4,III,C,winter wheat,3.000,winter wheat,no,nil,0,*,C,96,1967-09-19,nil,*,0,*,0,*,0,*,0,*,0,nil,0.000,*,nil,0,*,nil,0,*,nil,0.000,*,1967-12-07,1968-08-26,Cappelle Desprez,2.510,2.180,*
1968,1,5,1\5,III,FYM N2 PK,winter wheat,3.000,winter wheat,no,FYM,35,1967-09-18,nil,0,*,N2,mid_spring,0,*,0,*,96,1968-04-10,0,*,96,P,35.000,1967-09-19,K,90,1967-09-19,nil,0,1967-09-19,nil,0.000,1967-09-19,1967-12-07,1968-08-26,Cappelle Desprez,3.730,4.250,*
1968,21,5,21\5,III,FYM N2,winter wheat,3.000,winter wheat,no,FYM,35,1967-09-18,nil,0,*,N2,mid_spring,0,*,0,*,96,1968-04-10,0,*,96,nil,0.000,*,nil,0,*,nil,0,*,nil,0.000,*,1967-12-07,1968-08-26,Cappelle Desprez,4.430,5.370,45
1968,22,5,22\5,III,FYM,winter wheat,3.000,winter wheat,no,FYM,35,1967-09-18,nil,0,*,nil,*,0,*,0,*,0,*,0,*,0,nil,0.000,*,nil,0,*,nil,0,*,nil,0.000,*,1967-12-07,1968-08-26,Cappelle Desprez,3.780,3.900,46
1968,3,5,3\5,III,Nil,winter wheat,3.000,winter wheat,no,nil,0,*,nil,0,*,nil,*,0,*,0,*,0,*,0,*,0,nil,0.000,*,nil,0,*,nil,0,*,nil,0.000,*,1967-12-07,1968-08-26,Cappelle Desprez,1.310,1.290,*
1968,5,5,5\5,III,PKNaMg,winter wheat,3.000,winter wheat,no,nil,0,*,nil,0,*,nil,*,0,*,0,*,0,*,0,*,0,P,35.000,1967-09-19,K,90,1967-09-19,Na,16,1967-09-19,Mg,11.000,1967-09-19,1967-12-07,1968-08-26,Cappelle Desprez,1.730,1.170,*
1968,6,5,6\5,III,N1PKNaMg,winter wheat,3.000,winter wheat,no,nil,0,*,nil,0,*,N1,mid_spring,0,*,0,*,48,1968-04-10,0,*,48,P,35.000,1967-09-19,K,90,1967-09-19,Na,16,1967-09-19,Mg,11.000,1967-09-19,1967-12-07,1968-08-26,Cappelle Desprez,2.670,2.270,*
1968,7,5,7\5,III,N2PKNaMg,winter wheat,3.000,winter wheat,no,nil,0,*,nil,0,*,N2,mid_spring,0,*,0,*,96,1968-04-10,0,*,96,P,35.000,1967-09-19,K,90,1967-09-19,Na,16,1967-09-19,Mg,11.000,1967-09-19,1967-12-07,1968-08-26,Cappelle Desprez,3.710,4.140,*
