Year,month,sun_hr
1992,12,51.199999999999996
1993,1,36.10000000000001
1993,2,46.1
1993,3,128.29999999999998
1993,4,114.7
1993,5,195.89999999999998
1993,6,223.0
1993,7,184.7
1993,8,222.39999999999995
1993,9,102.6
1993,10,120.6
1993,11,70.29999999999998
1993,12,54.9
1994,1,71.39999999999999
1994,2,64.9
1994,3,138.70000000000002
1994,4,175.99999999999997
1994,5,156.20000000000002
1994,6,263.79999999999995
1994,7,252.79999999999998
1994,8,196.5
1994,9,113.50000000000001
1994,10,125.79999999999998
1994,11,41.5
1994,12,73.20000000000002
1995,1,60.50000000000001
1995,2,77.39999999999999
1995,3,197.20000000000002
1995,4,185.79999999999998
1995,5,237.3
1995,6,188.79999999999995
1995,7,251.70000000000002
1995,8,279.7
1995,9,139.3
1995,10,133.6
1995,11,69.70000000000002
1995,12,32.300000000000004
1996,1,22.2
1996,2,96.29999999999998
1996,3,73.00000000000001
1996,4,149.7
1996,5,179.29999999999995
1996,6,269.50000000000006
1996,7,231.20000000000002
1996,8,208.70000000000005
1996,9,135.7
1996,10,142.79999999999998
1996,11,105.49999999999999
1996,12,61.4
1997,1,61.10000000000001
1997,2,58.400000000000006
1997,3,138.2
1997,4,190.89999999999998
1997,5,261.9
1997,6,160.20000000000005
1997,7,229.69999999999993
1997,8,201.60000000000002
1997,9,179.8
1997,10,163.9
1997,11,63.599999999999994
1997,12,41.800000000000004
1998,1,61.900000000000006
1998,2,116.69999999999999
1998,3,76.40000000000002
1998,4,102.0
1998,5,205.10000000000002
1998,6,156.0
1998,7,179.90000000000003
1998,8,231.60000000000005
1998,9,138.7
1998,10,87.8
1998,11,68.30000000000001
1998,12,38.0
1999,1,59.1
1999,2,90.9
1999,3,114.3
1999,4,158.0
1999,5,182.89999999999998
1999,6,220.20000000000002
1999,7,252.00000000000006
1999,8,167.7
1999,9,161.6
1999,10,146.39999999999998
1999,11,79.3
1999,12,66.10000000000001
2000,1,69.60000000000001
2000,2,102.80000000000003
2000,3,119.1
2000,4,126.50000000000001
2000,5,180.4
2000,6,176.6
2000,7,158.09999999999997
2000,8,201.3
2000,9,123.80000000000001
2000,10,95.99999999999999
2000,11,62.4
2000,12,49.9
2001,1,84.2
2001,2,90.2
2001,3,68.39999999999999
2001,4,133.19999999999996
2001,5,223.2
2001,6,230.40000000000003
2001,7,199.79999999999998
2001,8,199.2
2001,9,127.60000000000002
2001,10,100.69999999999997
2001,11,80.69999999999997
2001,12,73.70000000000002
2002,1,37.8
2002,2,80.1
2002,3,98.4
2002,4,200.9
2002,5,173.49999999999997
2002,6,189.8
2002,7,179.5
2002,8,155.7
2002,9,163.70000000000002
2002,10,95.40000000000002
2002,11,48.60000000000001
2002,12,30.900000000000002
2003,1,67.80000000000001
2003,2,94.2
2003,3,160.79999999999998
2003,4,186.39999999999998
2003,5,195.99999999999997
2003,6,220.60000000000002
2003,7,204.49999999999997
2003,8,247.4
2003,9,188.50000000000003
2003,10,145.8
2003,11,80.29999999999998
2003,12,66.0
2004,1,54.0
2004,2,77.7
2004,3,101.2
2004,4,152.9
2004,5,187.09999999999997
2004,6,203.2
2004,7,175.20000000000005
2004,8,165.00000000000003
2004,9,166.89999999999998
2004,10,85.6
2004,11,70.30000000000001
2004,12,61.00000000000001
2005,1,81.3
2005,2,66.30000000000001
2005,3,99.3
2005,4,149.5
2005,5,214.40000000000003
2005,6,219.39999999999998
2005,7,176.50000000000003
2005,8,205.30000000000007
2005,9,149.4
2005,10,94.19999999999999
2005,11,96.1
2005,12,82.0
2006,1,57.99999999999999
2006,2,80.19999999999999
2006,3,115.19999999999999
2006,4,141.8
2006,5,161.6
2006,6,265.90000000000003
2006,7,275.09999999999997
2006,8,154.2
2006,9,154.2
2006,10,105.1
2006,11,112.99999999999999
2006,12,65.6
2007,1,71.39999999999999
2007,2,89.2
2007,3,177.1
2007,4,239.2
2007,5,160.10000000000002
2007,6,151.49999999999997
2007,7,174.79999999999998
2007,8,193.49999999999997
2007,9,153.59999999999997
2007,10,99.60000000000001
2007,11,92.30000000000001
2007,12,76.89999999999998
2008,1,73.3
2008,2,145.5
2008,3,122.4
2008,4,159.99999999999994
2008,5,193.2
2008,6,229.00000000000003
2008,7,194.69999999999996
2008,8,121.2
2008,9,127.4
2008,10,139.60000000000002
2008,11,53.89999999999999
2008,12,76.29999999999997
2009,1,76.2
2009,2,84.99999999999999
2009,3,182.0
2009,4,184.7
2009,5,242.09999999999997
2009,6,208.3
2009,7,200.20000000000002
2009,8,185.30000000000004
2009,9,144.70000000000002
2009,10,79.6
2009,11,77.19999999999999
2009,12,72.2
2010,1,65.80000000000001
2010,2,55.599999999999994
2010,3,145.60000000000002
2010,4,222.29999999999998
2010,5,205.29999999999995
2010,6,240.79999999999995
2010,7,179.19999999999996
2010,8,140.29999999999998
2010,9,132.99999999999997
2010,10,99.6
2010,11,60.60000000000001
2010,12,37.199999999999996
2011,1,45.5
2011,2,48.70000000000001
2011,3,149.79999999999998
2011,4,234.90000000000003
2011,5,237.60000000000002
2011,6,214.49999999999997
2011,7,171.39999999999995
2011,8,141.5
2011,9,160.3
2011,10,142.89999999999998
2011,11,68.69999999999999
2011,12,74.6
2012,1,82.2
2012,2,109.30000000000001
2012,3,193.59999999999994
2012,4,150.09999999999997
2012,5,175.59999999999997
2012,6,144.7
2012,7,172.3
2012,8,171.1
2012,9,179.70000000000005
2012,10,85.80000000000001
2012,11,76.80000000000001
2012,12,68.3
2013,1,44.9
2013,2,86.3
2013,3,72.89999999999999
2013,4,194.1
2013,5,183.39999999999998
2013,6,185.4
2013,7,277.4
2013,8,184.3
2013,9,122.59999999999997
2013,10,84.80000000000001
2013,11,77.89999999999998
2013,12,62.2
2014,1,60.1
2014,2,93.10000000000001
2014,3,181.1
2014,4,162.8
2014,5,173.99999999999997
2014,6,228.0
2014,7,233.3
2014,8,168.8
2014,9,130.79999999999998
2014,10,98.7
2014,11,56.199999999999996
2014,12,94.80000000000001
2015,1,90.6
2015,2,85.7
2015,3,158.8
2015,4,231.79999999999998
2015,5,203.8
2015,6,228.29999999999998
2015,7,201.89999999999995
2015,8,133.49999999999997
2015,9,154.6
2015,10,93.99999999999999
2015,11,46.6
2015,12,48.10000000000001
2016,1,64.5
2016,2,111.9
2016,3,133.6
2016,4,167.49999999999997
2016,5,197.1
2016,6,141.1
2016,7,210.2
2016,8,195.2
2016,9,127.8
2016,10,104.0
2016,11,91.2
2016,12,68.89999999999999
2017,1,77.1
2017,2,62.8
2017,3,139.79999999999998
2017,4,197.8
2017,5,185.3
2017,6,228.99999999999994
2017,7,187.39999999999995
2017,8,168.5
2017,9,117.20000000000002
2017,10,87.30000000000001
2017,11,91.89999999999998
2017,12,57.400000000000006
2018,1,65.2
2018,2,116.50000000000001
2018,3,87.5
2018,4,128.29999999999998
2018,5,267.40000000000003
2018,6,266.40000000000003
2018,7,294.3
2018,8,172.70000000000002
2018,9,188.2
2018,10,141.2
2018,11,80.89999999999999
2018,12,57.00000000000001
2019,1,83.6
2019,2,138.0
2019,3,148.09999999999997
2019,4,191.5
2019,5,206.5
2019,6,178.1
2019,7,189.70000000000005
2019,8,215.29999999999998
2019,9,173.6
2019,10,90.99999999999999
2019,11,56.99999999999999
2019,12,74.89999999999999
2020,1,59.5
2020,2,92.50000000000003
2020,3,166.29999999999998
2020,4,243.39999999999995
2020,5,308.90000000000003
2020,6,199.7
2020,7,191.99999999999997
2020,8,169.3
2020,9,185.1
2020,10,70.7
2020,11,64.0
2020,12,49.79999999999999
2021,1,51.800000000000004
2021,2,80.6
2021,3,111.9
2021,4,215.9
2021,5,150.5
2021,6,184.60000000000002
2021,7,195.6
2021,8,114.30000000000003
2021,9,136.5
2021,10,95.00000000000001
2021,11,81.9
2021,12,23.400000000000002
2022,1,86.49999999999999
2022,2,89.99999999999997
2022,3,167.0
2022,4,197.39999999999998
2022,5,195.0
2022,6,253.9
2022,7,254.49999999999997
2022,8,245.60000000000002
2022,9,126.89999999999998
2022,10,147.5
2022,11,77.1
2022,12,71.4
2023,1,88.19999999999999
2023,2,110.3
2023,3,90.09999999999998
2023,4,176.4
2023,5,211.20000000000002
2023,6,250.10000000000002
2023,7,181.2
2023,8,182.79999999999998
2023,9,181.8
2023,10,135.29999999999998
2023,11,85.30000000000001
2023,12,37.49999999999999
2024,1,83.60000000000002
2024,2,63.80000000000001
2024,3,106.10000000000001
2024,4,156.39999999999998
2024,5,187.2
2024,6,241.39999999999995
2024,7,205.2
2024,8,211.7
2024,9,126.70000000000002
2024,10,98.8
2024,11,58.699999999999996
2024,12,34.599999999999994
