year,month,monthly_air_temp
2016,1,4.943145161290324
2017,1,3.05891935483871
2018,1,5.160048387096774
2019,1,3.409532258064516
2020,1,6.356193548387095
2021,1,3.098383996774193
2022,1,4.204588326774194
2023,1,4.6315841
1878,2,5.133928571428572
1879,2,3.0160714285714287
1880,2,5.224137931034484
1881,2,2.7410714285714293
1882,2,4.991071428571428
1883,2,5.446428571428572
1884,2,5.043103448275863
1885,2,5.971428571428572
1886,2,-0.2089285714285715
1887,2,3.3714285714285714
1888,2,1.1637931034482762
1889,2,2.1982142857142852
1890,2,2.6129629629629627
1891,2,3.8785714285714286
1892,2,3.103448275862069
1893,2,4.394642857142857
1894,2,4.433928571428571
1895,2,-2.535714285714285
1896,2,3.6310344827586203
1897,2,5.399999999999999
1898,2,4.351785714285714
1899,2,4.957142857142856
1900,2,2.1
1901,2,1.4625000000000001
1902,2,0.9160714285714285
1903,2,6.687500000000001
1904,2,3.393103448275862
1905,2,5.098214285714285
1906,2,3.0178571428571432
1907,2,2.355357142857143
1908,2,4.877586206896551
1909,2,2.033928571428572
1910,2,4.826785714285714
1911,2,4.1517857142857135
1912,2,5.0810344827586205
1913,2,4.371428571428571
1914,2,6.0928571428571425
1915,2,3.685714285714286
1916,2,3.0465517241379305
1917,2,0.5160714285714285
1918,2,5.426785714285715
1919,2,0.7375
1920,2,5.217241379310345
1921,2,4.219642857142857
1922,2,3.9321428571428574
1923,2,5.105357142857144
1924,2,2.089655172413794
1925,2,4.612499999999999
1926,2,6.5303571428571425
1927,2,3.2446428571428574
1928,2,5.208620689655171
1929,2,-0.8214285714285713
1930,2,2.35
1931,2,3.166071428571428
1932,2,2.28103448275862
1933,2,3.7375
1934,2,2.600000000000001
1935,2,5.2196428571428575
1936,2,1.806896551724138
1937,2,5.278571428571429
1938,2,4.148214285714286
1939,2,5.057142857142857
1940,2,1.5275862068965516
1941,2,3.110714285714286
1942,2,-0.6785714285714286
1943,2,5.078571428571428
1944,2,2.6724137931034484
1945,2,6.657142857142857
1946,2,5.555357142857143
1947,2,-2.6642857142857146
1948,2,4.293103448275863
1949,2,4.84642857142857
1950,2,5.362499999999998
1951,2,3.1732142857142853
1952,2,2.668965517241379
1953,2,3.0035714285714286
1954,2,2.1035714285714286
1955,2,0.7785714285714287
1956,2,-1.4793103448275864
1957,2,5.216071428571427
1958,2,4.5857142857142845
1959,2,3.3946428571428564
1960,2,3.7344827586206897
1961,2,6.505357142857142
1962,2,3.517857142857142
1963,2,-1.7053571428571428
1964,2,3.7741379310344825
1965,2,2.314285714285714
1966,2,5.523214285714286
1967,2,5.042857142857144
1968,2,1.5379310344827588
1969,2,0.24464285714285713
1970,2,2.457142857142857
1971,2,4.062499999999999
1972,2,3.901724137931035
1973,2,3.7392857142857143
1974,2,5.030357142857144
1975,2,4.278571428571429
1976,2,3.9310344827586206
1977,2,5.067857142857143
1978,2,2.4232142857142853
1979,2,0.6375
1980,2,5.101724137931033
1981,2,2.4250000000000003
1982,2,4.055357142857143
1983,2,1.0857142857142856
1984,2,2.9086206896551716
1985,2,1.6785714285714284
1986,2,-2.2125000000000004
1987,2,3.098214285714286
1988,2,4.236206896551723
1989,2,5.357142857142856
1990,2,6.969642857142854
1991,2,0.7589285714285715
1992,2,4.743103448275861
1993,2,3.875
1994,2,3.058928571428571
1995,2,6.133214285714287
1996,2,1.960344827586207
1997,2,6.276785714285714
1998,2,6.0946428571428575
1999,2,4.7875
2000,2,5.915517241379311
2001,2,4.633928571428571
2002,2,6.739285714285714
2003,2,3.658928571428571
2004,2,4.965517241379309
2005,2,3.6750000000000003
2006,2,3.150000000000001
2007,2,5.742857142857145
2008,2,5.408620689655173
2009,2,3.676785714285714
2010,2,2.8522321428571438
2011,2,6.226696428571429
2012,2,3.25
2013,2,2.6741607142857147
2014,2,6.113785714285712
2015,2,3.7324821428571435
2016,2,4.801379310344827
2017,2,5.861267857142858
2018,2,2.275285714285715
2019,2,6.217732142857143
2020,2,6.474362068965517
2021,2,5.183071925892857
2022,2,6.4707326017857145
2023,2,5.903803719642856
1878,3,5.283870967741936
1879,3,4.596774193548386
1880,3,6.235483870967743
1881,3,5.003333333333333
1882,3,6.991935483870967
1883,3,1.9661290322580647
1884,3,6.05
1885,3,4.20483870967742
1886,3,3.8080645161290327
1887,3,3.1500000000000004
1888,3,2.975806451612903
1889,3,4.490322580645161
